country,indicator,date,year_week,value,source,url
Denmark,Daily hospital occupancy,2020-05-16,2020-W20,140,Country_Website,
Denmark,Daily hospital occupancy,2020-05-17,2020-W20,133,Country_Website,
Denmark,Daily hospital occupancy,2020-05-18,2020-W21,144,Country_Website,
Denmark,Daily hospital occupancy,2020-05-19,2020-W21,141,Country_Website,
Denmark,Daily hospital occupancy,2020-05-20,2020-W21,127,Country_Website,
Denmark,Daily hospital occupancy,2020-05-21,2020-W21,122,Country_Website,
Denmark,Daily hospital occupancy,2020-05-22,2020-W21,119,Country_Website,
Denmark,Daily hospital occupancy,2020-05-23,2020-W21,118,Country_Website,
Denmark,Daily hospital occupancy,2020-05-24,2020-W21,115,Country_Website,
Denmark,Daily hospital occupancy,2020-05-25,2020-W22,116,Country_Website,
Denmark,Daily hospital occupancy,2020-05-26,2020-W22,112,Country_Website,
Denmark,Daily hospital occupancy,2020-05-27,2020-W22,107,Country_Website,
Denmark,Daily hospital occupancy,2020-05-28,2020-W22,110,Country_Website,
Denmark,Daily hospital occupancy,2020-05-29,2020-W22,106,Country_Website,
Denmark,Daily hospital occupancy,2020-05-30,2020-W22,100,Country_Website,
Denmark,Daily hospital occupancy,2020-05-31,2020-W22,98,Country_Website,
Denmark,Daily hospital occupancy,2020-06-01,2020-W23,103,Country_Website,
Denmark,Daily hospital occupancy,2020-06-02,2020-W23,99,Country_Website,
Denmark,Daily hospital occupancy,2020-06-03,2020-W23,100,Country_Website,
Denmark,Daily hospital occupancy,2020-06-04,2020-W23,97,Country_Website,
Denmark,Daily hospital occupancy,2020-06-05,2020-W23,85,Country_Website,
Denmark,Daily hospital occupancy,2020-06-06,2020-W23,81,Country_Website,
Denmark,Daily hospital occupancy,2020-06-07,2020-W23,75,Country_Website,
Denmark,Daily hospital occupancy,2020-06-08,2020-W24,79,Country_Website,
Denmark,Daily hospital occupancy,2020-06-09,2020-W24,73,Country_Website,
Denmark,Daily hospital occupancy,2020-06-10,2020-W24,17,Country_Website,
Denmark,Daily hospital occupancy,2020-06-11,2020-W24,13,Country_Website,
Denmark,Daily hospital occupancy,2020-06-12,2020-W24,12,Country_Website,
Denmark,Daily hospital occupancy,2020-06-13,2020-W24,9,Country_Website,
Denmark,Daily hospital occupancy,2020-06-14,2020-W24,49,Country_Website,
Denmark,Daily hospital occupancy,2020-06-15,2020-W25,46,Country_Website,
Denmark,Daily hospital occupancy,2020-06-16,2020-W25,43,Country_Website,
Denmark,Daily hospital occupancy,2020-06-17,2020-W25,39,Country_Website,
Denmark,Daily hospital occupancy,2020-06-18,2020-W25,38,Country_Website,
Denmark,Daily hospital occupancy,2020-06-19,2020-W25,37,Country_Website,
Denmark,Daily hospital occupancy,2020-06-20,2020-W25,39,Country_Website,
Denmark,Daily hospital occupancy,2020-06-21,2020-W25,38,Country_Website,
Denmark,Daily hospital occupancy,2020-06-22,2020-W26,37,Country_Website,
Denmark,Daily hospital occupancy,2020-06-23,2020-W26,32,Country_Website,
Denmark,Daily hospital occupancy,2020-06-24,2020-W26,33,Country_Website,
Denmark,Daily hospital occupancy,2020-06-25,2020-W26,36,Country_Website,
Denmark,Daily hospital occupancy,2020-06-26,2020-W26,31,Country_Website,
Denmark,Daily hospital occupancy,2020-06-27,2020-W26,29,Country_API,
Denmark,Daily hospital occupancy,2020-06-28,2020-W26,30,Country_API,
Denmark,Daily hospital occupancy,2020-06-29,2020-W27,35,Country_API,
Denmark,Daily hospital occupancy,2020-06-30,2020-W27,32,Country_API,
Denmark,Daily hospital occupancy,2020-07-01,2020-W27,29,Country_Website,
Denmark,Daily hospital occupancy,2020-07-02,2020-W27,29,Country_Website,
Denmark,Daily hospital occupancy,2020-07-03,2020-W27,27,Country_Website,
Denmark,Daily hospital occupancy,2020-07-04,2020-W27,26,Country_Website,
Denmark,Daily hospital occupancy,2020-07-05,2020-W27,24,Country_Website,
Denmark,Daily hospital occupancy,2020-07-06,2020-W28,23,Country_Website,
Denmark,Daily hospital occupancy,2020-07-07,2020-W28,17,Country_Website,
Denmark,Daily hospital occupancy,2020-07-08,2020-W28,18,Country_Website,
Denmark,Daily hospital occupancy,2020-07-09,2020-W28,18,Country_Website,
Denmark,Daily hospital occupancy,2020-07-10,2020-W28,17,Country_Website,
Denmark,Daily hospital occupancy,2020-07-11,2020-W28,15,Country_Website,
Denmark,Daily hospital occupancy,2020-07-12,2020-W28,18,Country_Website,
Denmark,Daily hospital occupancy,2020-07-13,2020-W29,18,Country_Website,
Denmark,Daily hospital occupancy,2020-07-14,2020-W29,17,Country_Website,
Denmark,Daily hospital occupancy,2020-07-15,2020-W29,19,Country_Website,
Denmark,Daily hospital occupancy,2020-07-16,2020-W29,17,Country_Website,
Denmark,Daily hospital occupancy,2020-07-17,2020-W29,20,Country_Website,
Denmark,Daily hospital occupancy,2020-07-18,2020-W29,16,Country_Website,
Denmark,Daily hospital occupancy,2020-07-19,2020-W29,19,Country_Website,
Denmark,Daily hospital occupancy,2020-07-20,2020-W30,18,Country_Website,
Denmark,Daily hospital occupancy,2020-07-21,2020-W30,18,Country_Website,
Denmark,Daily hospital occupancy,2020-07-22,2020-W30,16,Country_Website,
Denmark,Daily hospital occupancy,2020-07-23,2020-W30,19,Country_Website,
Denmark,Daily hospital occupancy,2020-07-24,2020-W30,16,Country_Website,
Denmark,Daily hospital occupancy,2020-07-25,2020-W30,17,Country_Website,
Denmark,Daily hospital occupancy,2020-07-26,2020-W30,23,Country_Website,
Denmark,Daily hospital occupancy,2020-07-27,2020-W31,22,Country_Website,
Denmark,Daily hospital occupancy,2020-07-28,2020-W31,22,Country_Website,
Denmark,Daily hospital occupancy,2020-07-29,2020-W31,21,Country_Website,
Denmark,Daily hospital occupancy,2020-07-30,2020-W31,18,Country_Website,
Denmark,Daily hospital occupancy,2020-07-31,2020-W31,18,Country_Website,
Denmark,Daily hospital occupancy,2020-08-01,2020-W31,16,Country_Website,
Denmark,Daily hospital occupancy,2020-08-02,2020-W31,20,Country_Website,
Denmark,Daily hospital occupancy,2020-08-03,2020-W32,24,Country_Website,
Denmark,Daily hospital occupancy,2020-08-04,2020-W32,24,Country_Website,
Denmark,Daily hospital occupancy,2020-08-05,2020-W32,23,Country_Website,
Denmark,Daily hospital occupancy,2020-08-06,2020-W32,24,Country_Website,
Denmark,Daily hospital occupancy,2020-08-07,2020-W32,25,Country_Website,
Denmark,Daily hospital occupancy,2020-08-08,2020-W32,21,Country_Website,
Denmark,Daily hospital occupancy,2020-08-09,2020-W32,20,Country_Website,
Denmark,Daily hospital occupancy,2020-08-10,2020-W33,23,Country_Website,
Denmark,Daily hospital occupancy,2020-08-11,2020-W33,20,Country_Website,
Denmark,Daily hospital occupancy,2020-08-12,2020-W33,16,Country_Website,
Denmark,Daily hospital occupancy,2020-08-13,2020-W33,13,Country_Website,
Denmark,Daily hospital occupancy,2020-08-14,2020-W33,14,Country_Website,
Denmark,Daily hospital occupancy,2020-08-15,2020-W33,14,Country_Website,
Denmark,Daily hospital occupancy,2020-08-16,2020-W33,12,Country_Website,
Denmark,Daily hospital occupancy,2020-08-17,2020-W34,16,Country_Website,
Denmark,Daily hospital occupancy,2020-08-18,2020-W34,18,Country_Website,
Denmark,Daily hospital occupancy,2020-08-19,2020-W34,16,Country_Website,
Denmark,Daily hospital occupancy,2020-08-20,2020-W34,20,Country_Website,
Denmark,Daily hospital occupancy,2020-08-21,2020-W34,22,Country_Website,
Denmark,Daily hospital occupancy,2020-08-22,2020-W34,22,Country_Website,
Denmark,Daily hospital occupancy,2020-08-23,2020-W34,19,Country_Website,
Denmark,Daily hospital occupancy,2020-08-24,2020-W35,20,Country_Website,
Denmark,Daily hospital occupancy,2020-08-25,2020-W35,21,Country_Website,
Denmark,Daily hospital occupancy,2020-08-26,2020-W35,19,Country_Website,
Denmark,Daily hospital occupancy,2020-08-27,2020-W35,19,Country_Website,
Denmark,Daily hospital occupancy,2020-08-28,2020-W35,21,Country_Website,
Denmark,Daily hospital occupancy,2020-08-29,2020-W35,21,Country_Website,
Denmark,Daily hospital occupancy,2020-08-30,2020-W35,21,Country_Website,
Denmark,Daily hospital occupancy,2020-08-31,2020-W36,23,Country_Website,
Denmark,Daily hospital occupancy,2020-09-01,2020-W36,20,Country_Website,
Denmark,Daily hospital occupancy,2020-09-02,2020-W36,15,Country_Website,
Denmark,Daily hospital occupancy,2020-09-03,2020-W36,17,Country_Website,
Denmark,Daily hospital occupancy,2020-09-04,2020-W36,18,Country_Website,
Denmark,Daily hospital occupancy,2020-09-05,2020-W36,16,Country_Website,
Denmark,Daily hospital occupancy,2020-09-06,2020-W36,27,Country_Website,
Denmark,Daily hospital occupancy,2020-09-07,2020-W37,29,Country_Website,
Denmark,Daily hospital occupancy,2020-09-08,2020-W37,28,Country_Website,
Denmark,Daily hospital occupancy,2020-09-09,2020-W37,30,Country_Website,
Denmark,Daily hospital occupancy,2020-09-10,2020-W37,35,Country_Website,
Denmark,Daily hospital occupancy,2020-09-11,2020-W37,44,Country_Website,
Denmark,Daily hospital occupancy,2020-09-12,2020-W37,43,Country_Website,
Denmark,Daily hospital occupancy,2020-09-13,2020-W37,47,Country_Website,
Denmark,Daily hospital occupancy,2020-09-14,2020-W38,50,Country_Website,
Denmark,Daily hospital occupancy,2020-09-15,2020-W38,56,Country_Website,
Denmark,Daily hospital occupancy,2020-09-16,2020-W38,51,Country_Website,
Denmark,Daily hospital occupancy,2020-09-17,2020-W38,60,Country_Website,
Denmark,Daily hospital occupancy,2020-09-18,2020-W38,58,Country_Website,
Denmark,Daily hospital occupancy,2020-09-19,2020-W38,62,Country_Website,
Denmark,Daily hospital occupancy,2020-09-20,2020-W38,67,Country_Website,
Denmark,Daily hospital occupancy,2020-09-21,2020-W39,75,Country_Website,
Denmark,Daily hospital occupancy,2020-09-22,2020-W39,79,Country_Website,
Denmark,Daily hospital occupancy,2020-09-23,2020-W39,78,Country_Website,
Denmark,Daily hospital occupancy,2020-09-24,2020-W39,95,Country_Website,
Denmark,Daily hospital occupancy,2020-09-25,2020-W39,101,Country_Website,
Denmark,Daily hospital occupancy,2020-09-26,2020-W39,97,Country_Website,
Denmark,Daily hospital occupancy,2020-09-27,2020-W39,95,Country_Website,
Denmark,Daily hospital occupancy,2020-09-28,2020-W40,110,Country_Website,
Denmark,Daily hospital occupancy,2020-09-29,2020-W40,107,Country_Website,
Denmark,Daily hospital occupancy,2020-09-30,2020-W40,102,Country_Website,
Denmark,Daily hospital occupancy,2020-10-01,2020-W40,109,Country_Website,
Denmark,Daily hospital occupancy,2020-10-02,2020-W40,106,Country_Website,
Denmark,Daily hospital occupancy,2020-10-03,2020-W40,105,Country_Website,
Denmark,Daily hospital occupancy,2020-10-04,2020-W40,105,Country_Website,
Denmark,Daily hospital occupancy,2020-10-05,2020-W41,120,Country_Website,
Denmark,Daily hospital occupancy,2020-10-06,2020-W41,124,Country_Website,
Denmark,Daily hospital occupancy,2020-10-07,2020-W41,116,Country_Website,
Denmark,Daily hospital occupancy,2020-10-08,2020-W41,115,Country_Website,
Denmark,Daily hospital occupancy,2020-10-09,2020-W41,106,Country_Website,
Denmark,Daily hospital occupancy,2020-10-10,2020-W41,103,Country_Website,
Denmark,Daily hospital occupancy,2020-10-11,2020-W41,102,Country_Website,
Denmark,Daily hospital occupancy,2020-10-12,2020-W42,107,Country_Website,
Denmark,Daily hospital occupancy,2020-10-13,2020-W42,103,Country_Website,
Denmark,Daily hospital occupancy,2020-10-14,2020-W42,104,Country_Website,
Denmark,Daily hospital occupancy,2020-10-15,2020-W42,104,Country_Website,
Denmark,Daily hospital occupancy,2020-10-16,2020-W42,110,Country_Website,
Denmark,Daily hospital occupancy,2020-10-17,2020-W42,110,Country_Website,
Denmark,Daily hospital occupancy,2020-10-18,2020-W42,119,Country_Website,
Denmark,Daily hospital occupancy,2020-10-19,2020-W43,129,Country_Website,
Denmark,Daily hospital occupancy,2020-10-20,2020-W43,128,Country_Website,
Denmark,Daily hospital occupancy,2020-10-21,2020-W43,122,Country_Website,
Denmark,Daily hospital occupancy,2020-10-22,2020-W43,124,Country_Website,
Denmark,Daily hospital occupancy,2020-10-23,2020-W43,125,Country_Website,
Denmark,Daily hospital occupancy,2020-10-24,2020-W43,120,Country_Website,
Denmark,Daily hospital occupancy,2020-10-25,2020-W43,127,Country_Website,
Denmark,Daily hospital occupancy,2020-10-26,2020-W44,145,Country_Website,
Denmark,Daily hospital occupancy,2020-10-27,2020-W44,137,Country_Website,
Denmark,Daily hospital occupancy,2020-10-28,2020-W44,136,Country_Website,
Denmark,Daily hospital occupancy,2020-10-29,2020-W44,139,Country_Website,
Denmark,Daily hospital occupancy,2020-10-30,2020-W44,144,Country_Website,
Denmark,Daily hospital occupancy,2020-10-31,2020-W44,147,Country_Website,
Denmark,Daily hospital occupancy,2020-11-01,2020-W44,156,Country_Website,
Denmark,Daily hospital occupancy,2020-11-02,2020-W45,174,Country_Website,
Denmark,Daily hospital occupancy,2020-11-03,2020-W45,169,Country_Website,
Denmark,Daily hospital occupancy,2020-11-04,2020-W45,184,Country_Website,
Denmark,Daily hospital occupancy,2020-11-05,2020-W45,182,Country_Website,
Denmark,Daily hospital occupancy,2020-11-06,2020-W45,191,Country_Website,
Denmark,Daily hospital occupancy,2020-11-07,2020-W45,187,Country_Website,
Denmark,Daily hospital occupancy,2020-11-08,2020-W45,188,Country_Website,
Denmark,Daily hospital occupancy,2020-11-09,2020-W46,196,Country_Website,
Denmark,Daily hospital occupancy,2020-11-10,2020-W46,211,Country_Website,
Denmark,Daily hospital occupancy,2020-11-11,2020-W46,216,Country_Website,
Denmark,Daily hospital occupancy,2020-11-12,2020-W46,239,Country_Website,
Denmark,Daily hospital occupancy,2020-11-13,2020-W46,236,Country_Website,
Denmark,Daily hospital occupancy,2020-11-14,2020-W46,243,Country_Website,
Denmark,Daily hospital occupancy,2020-11-15,2020-W46,259,Country_Website,
Denmark,Daily hospital occupancy,2020-11-16,2020-W47,267,Country_Website,
Denmark,Daily hospital occupancy,2020-11-17,2020-W47,259,Country_Website,
Denmark,Daily hospital occupancy,2020-11-18,2020-W47,248,Country_Website,
Denmark,Daily hospital occupancy,2020-11-19,2020-W47,255,Country_Website,
Denmark,Daily hospital occupancy,2020-11-20,2020-W47,244,Country_Website,
Denmark,Daily hospital occupancy,2020-11-21,2020-W47,237,Country_Website,
Denmark,Daily hospital occupancy,2020-11-22,2020-W47,254,Country_Website,
Denmark,Daily hospital occupancy,2020-11-23,2020-W48,261,Country_Website,
Denmark,Daily hospital occupancy,2020-11-24,2020-W48,255,Country_Website,
Denmark,Daily hospital occupancy,2020-11-25,2020-W48,251,Country_Website,
Denmark,Daily hospital occupancy,2020-11-26,2020-W48,244,Country_Website,
Denmark,Daily hospital occupancy,2020-11-27,2020-W48,254,Country_Website,
Denmark,Daily hospital occupancy,2020-11-28,2020-W48,249,Country_Website,
Denmark,Daily hospital occupancy,2020-11-29,2020-W48,256,Country_Website,
Denmark,Daily hospital occupancy,2020-11-30,2020-W49,259,Country_Website,
Denmark,Daily hospital occupancy,2020-12-01,2020-W49,254,Country_Website,
Denmark,Daily hospital occupancy,2020-12-02,2020-W49,266,Country_Website,
Denmark,Daily hospital occupancy,2020-12-03,2020-W49,267,Country_Website,
Denmark,Daily hospital occupancy,2020-12-04,2020-W49,293,Country_Website,
Denmark,Daily hospital occupancy,2020-12-05,2020-W49,279,Country_Website,
Denmark,Daily hospital occupancy,2020-12-06,2020-W49,302,Country_Website,
Denmark,Daily hospital occupancy,2020-12-07,2020-W50,328,Country_Website,
Denmark,Daily hospital occupancy,2020-12-08,2020-W50,354,Country_Website,
Denmark,Daily hospital occupancy,2020-12-09,2020-W50,349,Country_Website,
Denmark,Daily hospital occupancy,2020-12-10,2020-W50,342,Country_Website,
Denmark,Daily hospital occupancy,2020-12-11,2020-W50,361,Country_Website,
Denmark,Daily hospital occupancy,2020-12-12,2020-W50,371,Country_Website,
Denmark,Daily hospital occupancy,2020-12-13,2020-W50,390,Country_Website,
Denmark,Daily hospital occupancy,2020-12-14,2020-W51,429,Country_Website,
Denmark,Daily hospital occupancy,2020-12-15,2020-W51,439,Country_Website,
Denmark,Daily hospital occupancy,2020-12-16,2020-W51,493,Country_Website,
Denmark,Daily hospital occupancy,2020-12-17,2020-W51,516,Country_Website,
Denmark,Daily hospital occupancy,2020-12-18,2020-W51,568,Country_Website,
Denmark,Daily hospital occupancy,2020-12-19,2020-W51,606,Country_Website,
Denmark,Daily hospital occupancy,2020-12-20,2020-W51,661,Country_Website,
Denmark,Daily hospital occupancy,2020-12-21,2020-W52,713,Country_Website,
Denmark,Daily hospital occupancy,2020-12-22,2020-W52,723,Country_Website,
Denmark,Daily hospital occupancy,2020-12-23,2020-W52,720,Country_Website,
Denmark,Daily hospital occupancy,2020-12-24,2020-W52,724,Country_Website,
Denmark,Daily hospital occupancy,2020-12-25,2020-W52,726,Country_Website,
Denmark,Daily hospital occupancy,2020-12-26,2020-W52,776,Country_Website,
Denmark,Daily hospital occupancy,2020-12-27,2020-W52,817,Country_Website,
Denmark,Daily hospital occupancy,2020-12-28,2020-W53,872,Country_Website,
Denmark,Daily hospital occupancy,2020-12-29,2020-W53,900,Country_Website,
Denmark,Daily hospital occupancy,2020-12-30,2020-W53,926,Country_Website,
Denmark,Daily hospital occupancy,2020-12-31,2020-W53,879,Country_Website,
Denmark,Daily hospital occupancy,2021-01-01,2020-W53,885,Country_Website,
Denmark,Daily hospital occupancy,2021-01-02,2020-W53,944,Country_Website,
Denmark,Daily hospital occupancy,2021-01-03,2020-W53,937,Country_Website,
Denmark,Daily hospital occupancy,2021-01-04,2021-W01,964,Country_Website,
Denmark,Daily hospital occupancy,2021-01-05,2021-W01,942,Country_Website,
Denmark,Daily hospital occupancy,2021-01-06,2021-W01,886,Country_Website,
Denmark,Daily hospital occupancy,2021-01-07,2021-W01,861,Country_Website,
Denmark,Daily hospital occupancy,2021-01-08,2021-W01,864,Country_Website,
Denmark,Daily hospital occupancy,2021-01-09,2021-W01,833,Country_Website,
Denmark,Daily hospital occupancy,2021-01-10,2021-W01,875,Country_Website,
Denmark,Daily hospital occupancy,2021-01-11,2021-W02,920,Country_Website,
Denmark,Daily hospital occupancy,2021-01-12,2021-W02,917,Country_Website,
Denmark,Daily hospital occupancy,2021-01-13,2021-W02,859,Country_Website,
Denmark,Daily hospital occupancy,2021-01-14,2021-W02,839,Country_Website,
Denmark,Daily hospital occupancy,2021-01-15,2021-W02,792,Country_Website,
Denmark,Daily hospital occupancy,2021-01-16,2021-W02,779,Country_Website,
Denmark,Daily hospital occupancy,2021-01-17,2021-W02,799,Country_Website,
Denmark,Daily hospital occupancy,2021-01-18,2021-W03,817,Country_Website,
Denmark,Daily hospital occupancy,2021-01-19,2021-W03,792,Country_Website,
Denmark,Daily hospital occupancy,2021-01-20,2021-W03,771,Country_Website,
Denmark,Daily hospital occupancy,2021-01-21,2021-W03,745,Country_Website,
Denmark,Daily hospital occupancy,2021-01-22,2021-W03,745,Country_Website,
Denmark,Daily hospital occupancy,2021-01-23,2021-W03,703,Country_Website,
Denmark,Daily hospital occupancy,2021-01-24,2021-W03,725,Country_Website,
Denmark,Daily hospital occupancy,2021-01-25,2021-W04,738,Country_Website,
Denmark,Daily hospital occupancy,2021-01-26,2021-W04,684,Country_Website,
Denmark,Daily hospital occupancy,2021-01-27,2021-W04,666,Country_Website,
Denmark,Daily hospital occupancy,2021-01-28,2021-W04,611,Country_Website,
Denmark,Daily hospital occupancy,2021-01-29,2021-W04,583,Country_Website,
Denmark,Daily hospital occupancy,2021-01-30,2021-W04,541,Country_Website,
Denmark,Daily hospital occupancy,2021-01-31,2021-W04,529,Country_Website,
Denmark,Daily hospital occupancy,2021-02-01,2021-W05,544,Country_Website,
Denmark,Daily hospital occupancy,2021-02-02,2021-W05,504,Country_Website,
Denmark,Daily hospital occupancy,2021-02-03,2021-W05,482,Country_Website,
Denmark,Daily hospital occupancy,2021-02-04,2021-W05,444,Country_Website,
Denmark,Daily hospital occupancy,2021-02-05,2021-W05,405,Country_Website,
Denmark,Daily hospital occupancy,2021-02-06,2021-W05,382,Country_Website,
Denmark,Daily hospital occupancy,2021-02-07,2021-W05,378,Country_Website,
Denmark,Daily hospital occupancy,2021-02-08,2021-W06,400,Country_Website,
Denmark,Daily hospital occupancy,2021-02-09,2021-W06,371,Country_Website,
Denmark,Daily hospital occupancy,2021-02-10,2021-W06,370,Country_Website,
Denmark,Daily hospital occupancy,2021-02-11,2021-W06,357,Country_Website,
Denmark,Daily hospital occupancy,2021-02-12,2021-W06,337,Country_Website,
Denmark,Daily hospital occupancy,2021-02-13,2021-W06,308,Country_Website,
Denmark,Daily hospital occupancy,2021-02-14,2021-W06,309,Country_Website,
Denmark,Daily hospital occupancy,2021-02-15,2021-W07,315,Country_Website,
Denmark,Daily hospital occupancy,2021-02-16,2021-W07,298,Country_Website,
Denmark,Daily hospital occupancy,2021-02-17,2021-W07,280,Country_Website,
Denmark,Daily hospital occupancy,2021-02-18,2021-W07,269,Country_Website,
Denmark,Daily hospital occupancy,2021-02-19,2021-W07,264,Country_Website,
Denmark,Daily hospital occupancy,2021-02-20,2021-W07,248,Country_Website,
Denmark,Daily hospital occupancy,2021-02-21,2021-W07,248,Country_Website,
Denmark,Daily hospital occupancy,2021-02-22,2021-W08,254,Country_Website,
Denmark,Daily hospital occupancy,2021-02-23,2021-W08,247,Country_Website,
Denmark,Daily hospital occupancy,2021-02-24,2021-W08,238,Country_Website,
Denmark,Daily hospital occupancy,2021-02-25,2021-W08,235,Country_Website,
Denmark,Daily hospital occupancy,2021-02-26,2021-W08,231,Country_Website,
Denmark,Daily hospital occupancy,2021-02-27,2021-W08,217,Country_Website,
Denmark,Daily hospital occupancy,2021-02-28,2021-W08,231,Country_Website,
Denmark,Daily hospital occupancy,2021-03-01,2021-W09,243,Country_Website,
Denmark,Daily hospital occupancy,2021-03-02,2021-W09,232,Country_Website,
Denmark,Daily hospital occupancy,2021-03-03,2021-W09,225,Country_Website,
Denmark,Daily hospital occupancy,2021-03-04,2021-W09,217,Country_Website,
Denmark,Daily hospital occupancy,2021-03-05,2021-W09,215,Country_Website,
Denmark,Daily hospital occupancy,2021-03-06,2021-W09,211,Country_Website,
Denmark,Daily hospital occupancy,2021-03-07,2021-W09,224,Country_Website,
Denmark,Daily hospital occupancy,2021-03-08,2021-W10,234,Country_Website,
Denmark,Daily hospital occupancy,2021-03-09,2021-W10,221,Country_Website,
Denmark,Daily hospital occupancy,2021-03-10,2021-W10,230,Country_Website,
Denmark,Daily hospital occupancy,2021-03-11,2021-W10,222,Country_Website,
Denmark,Daily hospital occupancy,2021-03-12,2021-W10,225,Country_Website,
Denmark,Daily hospital occupancy,2021-03-13,2021-W10,213,Country_Website,
Denmark,Daily hospital occupancy,2021-03-14,2021-W10,217,Country_Website,
Denmark,Daily hospital occupancy,2021-03-15,2021-W11,211,Country_Website,
Denmark,Daily hospital occupancy,2021-03-16,2021-W11,207,Country_Website,
Denmark,Daily hospital occupancy,2021-03-17,2021-W11,196,Country_Website,
Denmark,Daily hospital occupancy,2021-03-18,2021-W11,195,Country_Website,
Denmark,Daily hospital occupancy,2021-03-19,2021-W11,191,Country_Website,
Denmark,Daily hospital occupancy,2021-03-20,2021-W11,179,Country_Website,
Denmark,Daily hospital occupancy,2021-03-21,2021-W11,184,Country_Website,
Denmark,Daily hospital occupancy,2021-03-22,2021-W12,192,Country_Website,
Denmark,Daily hospital occupancy,2021-03-23,2021-W12,214,Country_Website,
Denmark,Daily hospital occupancy,2021-03-24,2021-W12,216,Country_Website,
Denmark,Daily hospital occupancy,2021-03-25,2021-W12,214,Country_Website,
Denmark,Daily hospital occupancy,2021-03-26,2021-W12,207,Country_Website,
Denmark,Daily hospital occupancy,2021-03-27,2021-W12,192,Country_Website,
Denmark,Daily hospital occupancy,2021-03-28,2021-W12,200,Country_Website,
Denmark,Daily hospital occupancy,2021-03-29,2021-W13,216,Country_Website,
Denmark,Daily hospital occupancy,2021-03-30,2021-W13,226,Country_Website,
Denmark,Daily hospital occupancy,2021-03-31,2021-W13,218,Country_Website,
Denmark,Daily hospital occupancy,2021-04-01,2021-W13,211,Country_Website,
Denmark,Daily hospital occupancy,2021-04-02,2021-W13,211,Country_Website,
Denmark,Daily hospital occupancy,2021-04-03,2021-W13,215,Country_Website,
Denmark,Daily hospital occupancy,2021-04-04,2021-W13,211,Country_Website,
Denmark,Daily hospital occupancy,2021-04-05,2021-W14,220,Country_Website,
Denmark,Daily hospital occupancy,2021-04-06,2021-W14,219,Country_Website,
Denmark,Daily hospital occupancy,2021-04-07,2021-W14,237,Country_Website,
Denmark,Daily hospital occupancy,2021-04-08,2021-W14,237,Country_Website,
Denmark,Daily hospital occupancy,2021-04-09,2021-W14,221,Country_Website,
Denmark,Daily hospital occupancy,2021-04-10,2021-W14,208,Country_Website,
Denmark,Daily hospital occupancy,2021-04-11,2021-W14,211,Country_Website,
Denmark,Daily hospital occupancy,2021-04-12,2021-W15,207,Country_Website,
Denmark,Daily hospital occupancy,2021-04-13,2021-W15,197,Country_Website,
Denmark,Daily hospital occupancy,2021-04-14,2021-W15,204,Country_Website,
Denmark,Daily hospital occupancy,2021-04-15,2021-W15,191,Country_Website,
Denmark,Daily hospital occupancy,2021-04-16,2021-W15,185,Country_Website,
Denmark,Daily hospital occupancy,2021-04-17,2021-W15,173,Country_Website,
Denmark,Daily hospital occupancy,2021-04-18,2021-W15,181,Country_Website,
Denmark,Daily hospital occupancy,2021-04-19,2021-W16,199,Country_Website,
Denmark,Daily hospital occupancy,2021-04-20,2021-W16,194,Country_Website,
Denmark,Daily hospital occupancy,2021-04-21,2021-W16,191,Country_Website,
Denmark,Daily hospital occupancy,2021-04-22,2021-W16,191,Country_Website,
Denmark,Daily hospital occupancy,2021-04-23,2021-W16,190,Country_Website,
Denmark,Daily hospital occupancy,2021-04-24,2021-W16,177,Country_Website,
Denmark,Daily hospital occupancy,2021-04-25,2021-W16,181,Country_Website,
Denmark,Daily hospital occupancy,2021-04-26,2021-W17,177,Country_Website,
Denmark,Daily hospital occupancy,2021-04-27,2021-W17,172,Country_Website,
Denmark,Daily hospital occupancy,2021-04-28,2021-W17,181,Country_Website,
Denmark,Daily hospital occupancy,2021-04-29,2021-W17,173,Country_Website,
Denmark,Daily hospital occupancy,2021-04-30,2021-W17,176,Country_Website,
Denmark,Daily hospital occupancy,2021-05-01,2021-W17,174,Country_Website,
Denmark,Daily hospital occupancy,2021-05-02,2021-W17,179,Country_Website,
Denmark,Daily hospital occupancy,2021-05-03,2021-W18,184,Country_Website,
Denmark,Daily hospital occupancy,2021-05-04,2021-W18,163,Country_Website,
Denmark,Daily hospital occupancy,2021-05-05,2021-W18,161,Country_Website,
Denmark,Daily hospital occupancy,2021-05-06,2021-W18,156,Country_Website,
Denmark,Daily hospital occupancy,2021-05-07,2021-W18,157,Country_Website,
Denmark,Daily hospital occupancy,2021-05-08,2021-W18,143,Country_Website,
Denmark,Daily hospital occupancy,2021-05-09,2021-W18,150,Country_Website,
Denmark,Daily hospital occupancy,2021-05-10,2021-W19,153,Country_Website,
Denmark,Daily hospital occupancy,2021-05-11,2021-W19,165,Country_Website,
Denmark,Daily hospital occupancy,2021-05-12,2021-W19,158,Country_Website,
Denmark,Daily hospital occupancy,2021-05-13,2021-W19,154,Country_Website,
Denmark,Daily hospital occupancy,2021-05-14,2021-W19,163,Country_Website,
Denmark,Daily hospital occupancy,2021-05-15,2021-W19,162,Country_Website,
Denmark,Daily hospital occupancy,2021-05-16,2021-W19,164,Country_Website,
Denmark,Daily hospital occupancy,2021-05-17,2021-W20,173,Country_Website,
Denmark,Daily hospital occupancy,2021-05-18,2021-W20,166,Country_Website,
